Date,Lower Laithe,Ponden,Springhead Weir
01/01/1920,0.2,0.48,0.68
08/01/1920,0.2,0.48,0.68
15/01/1920,0.2,0.48,0.68
22/01/1920,0.2,0.48,0.68
29/01/1920,0.2,0.48,0.68
05/02/1920,0.2,0.48,0.68
12/02/1920,0.2,0.48,0.68
19/02/1920,0.2,0.48,0.68
26/02/1920,0.2,0.48,0.68
05/03/1920,0.2,0.48,0.68
12/03/1920,0.2,0.48,0.68
19/03/1920,0.2,0.48,0.68
26/03/1920,0.2,0.48,0.68
02/04/1920,0.2,0.48,0.68
09/04/1920,0.2,0.48,0.68
16/04/1920,0.2,0.48,0.68
23/04/1920,0.2,0.48,0.68
30/04/1920,0.2,0.48,0.68
07/05/1920,0.2,0.48,0.68
14/05/1920,0.2,0.48,0.68
21/05/1920,0.2,0.48,0.68
28/05/1920,0.2,0.48,0.68
04/06/1920,0.2,0.48,0.68
11/06/1920,0.2,0.48,0.68
18/06/1920,0.2,0.48,0.68
25/06/1920,0.2,0.48,0.68
02/07/1920,0.2,0.48,0.68
09/07/1920,0.2,0.48,0.68
16/07/1920,0.2,0.48,0.68
23/07/1920,0.2,0.48,0.68
30/07/1920,0.2,0.48,0.68
06/08/1920,0.2,0.48,0.68
13/08/1920,0.2,0.48,0.68
20/08/1920,0.2,0.48,0.68
27/08/1920,0.50143,0.48,0.98143
03/09/1920,0.757,1.0916,1.8486
10/09/1920,0.757,1.6844,2.4414
17/09/1920,0.54714,0.48,1.02714
24/09/1920,0.757,1.5516,2.3086
01/10/1920,0.2,0.48,0.68
08/10/1920,0.2,0.48,0.68
15/10/1920,0.2,0.48,0.68
22/10/1920,0.2,0.48,0.68
29/10/1920,0.2,0.48,0.68
05/11/1920,0.2,0.48,0.68
12/11/1920,0.2,0.48,0.68
19/11/1920,0.2,0.48,0.68
26/11/1920,0.2,0.48,0.68
03/12/1920,0.2,0.48,0.68
10/12/1920,0.2,0.48,0.68
17/12/1920,0.2,0.48,0.68
24/12/1920,0.2,0.48,0.68
01/01/1921,0.2,0.48,0.68
08/01/1921,0.2,0.48,0.68
15/01/1921,0.2,0.48,0.68
22/01/1921,0.2,0.48,0.68
29/01/1921,0.2,0.48,0.68
05/02/1921,0.2,0.48,0.68
12/02/1921,0.2,0.48,0.68
19/02/1921,0.2,0.48,0.68
26/02/1921,0.2,0.48,0.68
05/03/1921,0.2,0.48,0.68
12/03/1921,0.2,0.48,0.68
19/03/1921,0.2,0.48,0.68
26/03/1921,0.2,0.48,0.68
02/04/1921,0.2,0.48,0.68
09/04/1921,0.2,0.48,0.68
16/04/1921,0.2,0.48,0.68
23/04/1921,0.2,0.48,0.68
30/04/1921,0.757,0.84014,1.59714
07/05/1921,0.2,0.48,0.68
14/05/1921,0.2,0.48,0.68
21/05/1921,0.757,1.8873,2.6443
28/05/1921,0.757,2.1559,2.9129
04/06/1921,0.757,2.383,3.14
11/06/1921,0.757,2.7001,3.4571
18/06/1921,0.757,3.113,3.87
25/06/1921,0.757,3.2501,4.0071
02/07/1921,0.757,3.3116,4.0686
09/07/1921,0.757,3.3601,4.1171
16/07/1921,0.757,3.4044,4.1614
23/07/1921,0.757,2.6759,3.4329
30/07/1921,0.2,0.48,0.68
06/08/1921,0.2,0.48,0.68
13/08/1921,0.2,0.48,0.68
20/08/1921,0.757,3.333,4.09
27/08/1921,0.2,0.48,0.68
03/09/1921,0.757,1.9344,2.6914
10/09/1921,0.2,0.48,0.68
17/09/1921,0.757,1.4759,2.2329
24/09/1921,0.757,3.1259,3.8829
01/10/1921,0.2,0.48,0.68
08/10/1921,0.2,0.48,0.68
15/10/1921,0.757,0.54586,1.30286
22/10/1921,0.2,0.48,0.68
29/10/1921,0.2,0.48,0.68
05/11/1921,0.2,0.48,0.68
12/11/1921,0.2,0.48,0.68
19/11/1921,0.2,0.48,0.68
26/11/1921,0.2,0.48,0.68
03/12/1921,0.2,0.48,0.68
10/12/1921,0.2,0.48,0.68
17/12/1921,0.2,0.48,0.68
24/12/1921,0.2,0.48,0.68
01/01/1922,0.2,0.48,0.68
08/01/1922,0.2,0.48,0.68
15/01/1922,0.2,0.48,0.68
22/01/1922,0.2,0.48,0.68
29/01/1922,0.2,0.48,0.68
05/02/1922,0.2,0.48,0.68
12/02/1922,0.2,0.48,0.68
19/02/1922,0.2,0.48,0.68
26/02/1922,0.2,0.48,0.68
05/03/1922,0.2,0.48,0.68
12/03/1922,0.2,0.48,0.68
19/03/1922,0.2,0.48,0.68
26/03/1922,0.2,0.48,0.68
02/04/1922,0.2,0.48,0.68
09/04/1922,0.2,0.48,0.68
16/04/1922,0.2,0.48,0.68
23/04/1922,0.2,0.48,0.68
30/04/1922,0.2,0.48,0.68
07/05/1922,0.2,0.48,0.68
14/05/1922,0.757,1.9587,2.7157
21/05/1922,0.757,2.263,3.02
28/05/1922,0.757,2.8616,3.6186
04/06/1922,0.757,3.2644,4.0214
11/06/1922,0.757,3.3644,4.1214
18/06/1922,0.757,3.4187,4.1757
25/06/1922,0.757,3.4259,4.1829
02/07/1922,0.2,0.48,0.68
09/07/1922,0.2,0.48,0.68
16/07/1922,0.757,0.50871,1.26571
23/07/1922,0.757,3.143,3.9
30/07/1922,0.757,2.5359,3.2929
06/08/1922,0.2,0.48,0.68
13/08/1922,0.2,0.48,0.68
20/08/1922,0.2,0.48,0.68
27/08/1922,0.2,0.48,0.68
03/09/1922,0.2,0.48,0.68
10/09/1922,0.2,0.48,0.68
17/09/1922,0.2,0.48,0.68
24/09/1922,0.2,0.48,0.68
01/10/1922,0.2,0.48,0.68
08/10/1922,0.2,0.48,0.68
15/10/1922,0.2,0.48,0.68
22/10/1922,0.2,0.48,0.68
29/10/1922,0.2,0.48,0.68
05/11/1922,0.2,0.48,0.68
12/11/1922,0.2,0.48,0.68
19/11/1922,0.2,0.48,0.68
26/11/1922,0.757,1.723,2.48
03/12/1922,0.757,1.833,2.59
10/12/1922,0.757,2.0844,2.8414
17/12/1922,0.2,0.48,0.68
24/12/1922,0.2,0.48,0.68
01/01/1923,0.2,0.48,0.68
08/01/1923,0.2,0.48,0.68
15/01/1923,0.2,0.48,0.68
22/01/1923,0.2,0.48,0.68
29/01/1923,0.2,0.48,0.68
05/02/1923,0.2,0.48,0.68
12/02/1923,0.2,0.48,0.68
19/02/1923,0.2,0.48,0.68
26/02/1923,0.2,0.48,0.68
05/03/1923,0.2,0.48,0.68
12/03/1923,0.2,0.48,0.68
19/03/1923,0.2,0.48,0.68
26/03/1923,0.2,0.48,0.68
02/04/1923,0.2,0.48,0.68
09/04/1923,0.2,0.48,0.68
16/04/1923,0.2,0.48,0.68
23/04/1923,0.2,0.48,0.68
30/04/1923,0.2,0.48,0.68
07/05/1923,0.2,0.48,0.68
14/05/1923,0.2,0.48,0.68
21/05/1923,0.2,0.48,0.68
28/05/1923,0.2,0.48,0.68
04/06/1923,0.2,0.48,0.68
11/06/1923,0.2,0.48,0.68
18/06/1923,0.757,2.0873,2.8443
25/06/1923,0.757,2.4601,3.2171
02/07/1923,0.757,3.0816,3.8386
09/07/1923,0.757,3.1701,3.9271
16/07/1923,0.757,3.2616,4.0186
23/07/1923,0.757,1.483,2.24
30/07/1923,0.2,0.48,0.68
06/08/1923,0.2,0.48,0.68
13/08/1923,0.2,0.48,0.68
20/08/1923,0.2,0.48,0.68
27/08/1923,0.2,0.48,0.68
03/09/1923,0.2,0.48,0.68
10/09/1923,0.2,0.48,0.68
17/09/1923,0.2,0.48,0.68
24/09/1923,0.2,0.48,0.68
01/10/1923,0.2,0.48,0.68
08/10/1923,0.2,0.48,0.68
15/10/1923,0.2,0.48,0.68
22/10/1923,0.2,0.48,0.68
29/10/1923,0.2,0.48,0.68
05/11/1923,0.2,0.48,0.68
12/11/1923,0.2,0.48,0.68
19/11/1923,0.2,0.48,0.68
26/11/1923,0.2,0.48,0.68
03/12/1923,0.2,0.48,0.68
10/12/1923,0.2,0.48,0.68
17/12/1923,0.2,0.48,0.68
24/12/1923,0.2,0.48,0.68
01/01/1924,0.2,0.48,0.68
08/01/1924,0.2,0.48,0.68
15/01/1924,0.2,0.48,0.68
22/01/1924,0.2,0.48,0.68
29/01/1924,0.2,0.48,0.68
05/02/1924,0.2,0.48,0.68
12/02/1924,0.2,0.48,0.68
19/02/1924,0.2,0.48,0.68
26/02/1924,0.2,0.48,0.68
05/03/1924,0.2,0.48,0.68
12/03/1924,0.2,0.48,0.68
19/03/1924,0.2,0.48,0.68
26/03/1924,0.2,0.48,0.68
02/04/1924,0.2,0.48,0.68
09/04/1924,0.757,1.7287,2.4857
16/04/1924,0.757,1.7244,2.4814
23/04/1924,0.2,0.48,0.68
30/04/1924,0.2,0.48,0.68
07/05/1924,0.2,0.48,0.68
14/05/1924,0.2,0.48,0.68
21/05/1924,0.2,0.48,0.68
28/05/1924,0.2,0.48,0.68
04/06/1924,0.2,0.48,0.68
11/06/1924,0.2,0.48,0.68
18/06/1924,0.2,0.48,0.68
25/06/1924,0.2,0.48,0.68
02/07/1924,0.2,0.48,0.68
09/07/1924,0.2,0.48,0.68
16/07/1924,0.757,1.4564,2.2134
23/07/1924,0.2,0.48,0.68
30/07/1924,0.2,0.48,0.68
06/08/1924,0.2,0.48,0.68
13/08/1924,0.2,0.48,0.68
20/08/1924,0.2,0.48,0.68
27/08/1924,0.2,0.48,0.68
03/09/1924,0.2,0.48,0.68
10/09/1924,0.2,0.48,0.68
17/09/1924,0.2,0.48,0.68
24/09/1924,0.2,0.48,0.68
01/10/1924,0.2,0.48,0.68
08/10/1924,0.2,0.48,0.68
15/10/1924,0.2,0.48,0.68
22/10/1924,0.2,0.48,0.68
29/10/1924,0.2,0.48,0.68
05/11/1924,0.2,0.48,0.68
12/11/1924,0.2,0.48,0.68
19/11/1924,0.2,0.48,0.68
26/11/1924,0.2,0.48,0.68
03/12/1924,0.2,0.48,0.68
10/12/1924,0.2,0.48,0.68
17/12/1924,0.2,0.48,0.68
24/12/1924,0.2,0.48,0.68
01/01/1925,0.2,0.48,0.68
08/01/1925,0.2,0.48,0.68
15/01/1925,0.2,0.48,0.68
22/01/1925,0.2,0.48,0.68
29/01/1925,0.2,0.48,0.68
05/02/1925,0.2,0.48,0.68
12/02/1925,0.2,0.48,0.68
19/02/1925,0.2,0.48,0.68
26/02/1925,0.2,0.48,0.68
05/03/1925,0.2,0.48,0.68
12/03/1925,0.2,0.48,0.68
19/03/1925,0.2,0.48,0.68
26/03/1925,0.2,0.48,0.68
02/04/1925,0.2,0.48,0.68
09/04/1925,0.2,0.48,0.68
16/04/1925,0.2,0.48,0.68
23/04/1925,0.2,0.48,0.68
30/04/1925,0.2,0.48,0.68
07/05/1925,0.2,0.48,0.68
14/05/1925,0.2,0.48,0.68
21/05/1925,0.2,0.48,0.68
28/05/1925,0.2,0.48,0.68
04/06/1925,0.2,0.48,0.68
11/06/1925,0.2,0.48,0.68
18/06/1925,0.757,1.5677,2.3247
25/06/1925,0.757,2.7316,3.4886
02/07/1925,0.757,2.9273,3.6843
09/07/1925,0.757,3.013,3.77
16/07/1925,0.757,3.0716,3.8286
23/07/1925,0.757,3.1087,3.8657
30/07/1925,0.757,3.0144,3.7714
06/08/1925,0.2,0.48,0.68
13/08/1925,0.757,1.2044,1.9614
20/08/1925,0.2,0.48,0.68
27/08/1925,0.757,1.9516,2.7086
03/09/1925,0.757,3.1016,3.8586
10/09/1925,0.757,2.3987,3.1557
17/09/1925,0.2,0.48,0.68
24/09/1925,0.2,0.48,0.68
01/10/1925,0.2,0.48,0.68
08/10/1925,0.2,0.48,0.68
15/10/1925,0.2,0.48,0.68
22/10/1925,0.2,0.48,0.68
29/10/1925,0.2,0.48,0.68
05/11/1925,0.2,0.48,0.68
12/11/1925,0.2,0.48,0.68
19/11/1925,0.2,0.48,0.68
26/11/1925,0.2,0.48,0.68
03/12/1925,0.2,0.48,0.68
10/12/1925,0.2,0.48,0.68
17/12/1925,0.2,0.48,0.68
24/12/1925,0.2,0.48,0.68
01/01/1926,0.2,0.48,0.68
08/01/1926,0.2,0.48,0.68
15/01/1926,0.2,0.48,0.68
22/01/1926,0.2,0.48,0.68
29/01/1926,0.2,0.48,0.68
05/02/1926,0.2,0.48,0.68
12/02/1926,0.2,0.48,0.68
19/02/1926,0.2,0.48,0.68
26/02/1926,0.2,0.48,0.68
05/03/1926,0.2,0.48,0.68
12/03/1926,0.2,0.48,0.68
19/03/1926,0.2,0.48,0.68
26/03/1926,0.2,0.48,0.68
02/04/1926,0.757,1.4159,2.1729
09/04/1926,0.757,2.0444,2.8014
16/04/1926,0.2,0.48,0.68
23/04/1926,0.2,0.48,0.68
30/04/1926,0.2,0.48,0.68
07/05/1926,0.2,0.48,0.68
14/05/1926,0.2,0.48,0.68
21/05/1926,0.2,0.48,0.68
28/05/1926,0.2,0.48,0.68
04/06/1926,0.2,0.48,0.68
11/06/1926,0.2,0.48,0.68
18/06/1926,0.2,0.48,0.68
25/06/1926,0.2,0.48,0.68
02/07/1926,0.2,0.48,0.68
09/07/1926,0.757,2.1944,2.9514
16/07/1926,0.2,0.48,0.68
23/07/1926,0.2,0.48,0.68
30/07/1926,0.2,0.48,0.68
06/08/1926,0.2,0.48,0.68
13/08/1926,0.2,0.48,0.68
20/08/1926,0.2,0.48,0.68
27/08/1926,0.2,0.48,0.68
03/09/1926,0.2,0.48,0.68
10/09/1926,0.2,0.48,0.68
17/09/1926,0.2,0.48,0.68
24/09/1926,0.2,0.48,0.68
01/10/1926,0.2,0.48,0.68
08/10/1926,0.2,0.48,0.68
15/10/1926,0.2,0.48,0.68
22/10/1926,0.2,0.48,0.68
29/10/1926,0.2,0.48,0.68
05/11/1926,0.2,0.48,0.68
12/11/1926,0.2,0.48,0.68
19/11/1926,0.2,0.48,0.68
26/11/1926,0.2,0.48,0.68
03/12/1926,0.2,0.48,0.68
10/12/1926,0.2,0.48,0.68
17/12/1926,0.2,0.48,0.68
24/12/1926,0.2,0.48,0.68
01/01/1927,0.2,0.48,0.68
08/01/1927,0.2,0.48,0.68
15/01/1927,0.2,0.48,0.68
22/01/1927,0.2,0.48,0.68
29/01/1927,0.2,0.48,0.68
05/02/1927,0.2,0.48,0.68
12/02/1927,0.2,0.48,0.68
19/02/1927,0.2,0.48,0.68
26/02/1927,0.2,0.48,0.68
05/03/1927,0.2,0.48,0.68
12/03/1927,0.2,0.48,0.68
19/03/1927,0.2,0.48,0.68
26/03/1927,0.2,0.48,0.68
02/04/1927,0.2,0.48,0.68
09/04/1927,0.2,0.48,0.68
16/04/1927,0.2,0.48,0.68
23/04/1927,0.2,0.48,0.68
30/04/1927,0.2,0.48,0.68
07/05/1927,0.2,0.48,0.68
14/05/1927,0.2,0.48,0.68
21/05/1927,0.2,0.48,0.68
28/05/1927,0.757,1.9823,2.7393
04/06/1927,0.757,2.313,3.07
11/06/1927,0.757,2.5044,3.2614
18/06/1927,0.2,0.48,0.68
25/06/1927,0.2,0.48,0.68
02/07/1927,0.2,0.48,0.68
09/07/1927,0.2,0.48,0.68
16/07/1927,0.2,0.48,0.68
23/07/1927,0.2,0.48,0.68
30/07/1927,0.2,0.48,0.68
06/08/1927,0.2,0.48,0.68
13/08/1927,0.2,0.48,0.68
20/08/1927,0.2,0.48,0.68
27/08/1927,0.2,0.48,0.68
03/09/1927,0.2,0.48,0.68
10/09/1927,0.2,0.48,0.68
17/09/1927,0.2,0.48,0.68
24/09/1927,0.2,0.48,0.68
01/10/1927,0.2,0.48,0.68
08/10/1927,0.2,0.48,0.68
15/10/1927,0.2,0.48,0.68
22/10/1927,0.2,0.48,0.68
29/10/1927,0.2,0.48,0.68
05/11/1927,0.2,0.48,0.68
12/11/1927,0.2,0.48,0.68
19/11/1927,0.2,0.48,0.68
26/11/1927,0.2,0.48,0.68
03/12/1927,0.2,0.48,0.68
10/12/1927,0.2,0.48,0.68
17/12/1927,0.2,0.48,0.68
24/12/1927,0.2,0.48,0.68
01/01/1928,0.2,0.48,0.68
08/01/1928,0.2,0.48,0.68
15/01/1928,0.2,0.48,0.68
22/01/1928,0.2,0.48,0.68
29/01/1928,0.2,0.48,0.68
05/02/1928,0.2,0.48,0.68
12/02/1928,0.2,0.48,0.68
19/02/1928,0.2,0.48,0.68
26/02/1928,0.2,0.48,0.68
05/03/1928,0.2,0.48,0.68
12/03/1928,0.2,0.48,0.68
19/03/1928,0.2,0.48,0.68
26/03/1928,0.2,0.48,0.68
02/04/1928,0.2,0.48,0.68
09/04/1928,0.2,0.48,0.68
16/04/1928,0.2,0.48,0.68
23/04/1928,0.2,0.48,0.68
30/04/1928,0.757,1.363,2.12
07/05/1928,0.757,1.7173,2.4743
14/05/1928,0.757,0.933,1.69
21/05/1928,0.2,0.48,0.68
28/05/1928,0.757,1.7144,2.4714
04/06/1928,0.2,0.48,0.68
11/06/1928,0.2,0.48,0.68
18/06/1928,0.2,0.48,0.68
25/06/1928,0.2,0.48,0.68
02/07/1928,0.2,0.48,0.68
09/07/1928,0.2,0.48,0.68
16/07/1928,0.2,0.48,0.68
23/07/1928,0.757,1.8999,2.6569
30/07/1928,0.757,2.7059,3.4629
06/08/1928,0.757,2.8044,3.5614
13/08/1928,0.757,2.8687,3.6257
20/08/1928,0.2,0.48,0.68
27/08/1928,0.2,0.48,0.68
03/09/1928,0.2,0.48,0.68
10/09/1928,0.2,0.48,0.68
17/09/1928,0.2,0.48,0.68
24/09/1928,0.757,2.183,2.94
01/10/1928,0.757,2.4501,3.2071
08/10/1928,0.2,0.48,0.68
15/10/1928,0.2,0.48,0.68
22/10/1928,0.2,0.48,0.68
29/10/1928,0.2,0.48,0.68
05/11/1928,0.2,0.48,0.68
12/11/1928,0.2,0.48,0.68
19/11/1928,0.2,0.48,0.68
26/11/1928,0.2,0.48,0.68
03/12/1928,0.2,0.48,0.68
10/12/1928,0.2,0.48,0.68
17/12/1928,0.2,0.48,0.68
24/12/1928,0.2,0.48,0.68
01/01/1929,0.2,0.48,0.68
08/01/1929,0.2,0.48,0.68
15/01/1929,0.2,0.48,0.68
22/01/1929,0.2,0.48,0.68
29/01/1929,0.2,0.48,0.68
05/02/1929,0.2,0.48,0.68
12/02/1929,0.2,0.48,0.68
19/02/1929,0.2,0.48,0.68
26/02/1929,0.2,0.48,0.68
05/03/1929,0.757,1.1473,1.9043
12/03/1929,0.757,1.753,2.51
19/03/1929,0.757,1.3616,2.1186
26/03/1929,0.757,1.1444,1.9014
02/04/1929,0.757,1.6644,2.4214
09/04/1929,0.757,1.5073,2.2643
16/04/1929,0.757,2.433,3.19
23/04/1929,0.757,1.853,2.61
30/04/1929,0.2,0.48,0.68
07/05/1929,0.2,0.48,0.68
14/05/1929,0.2,0.48,0.68
21/05/1929,0.2,0.48,0.68
28/05/1929,0.757,2.4787,3.2357
04/06/1929,0.757,2.6887,3.4457
11/06/1929,0.757,2.843,3.6
18/06/1929,0.757,2.9716,3.7286
25/06/1929,0.757,3.3659,4.1229
02/07/1929,0.757,3.5387,4.2957
09/07/1929,0.757,3.5973,4.3543
16/07/1929,0.757,3.6587,4.4157
23/07/1929,0.757,3.7301,4.4871
30/07/1929,0.2,0.48,0.68
06/08/1929,0.2,0.48,0.68
13/08/1929,0.757,2.0301,2.7871
20/08/1929,0.757,1.6216,2.3786
27/08/1929,0.757,2.7701,3.5271
03/09/1929,0.757,3.4401,4.1971
10/09/1929,0.757,3.663,4.42
17/09/1929,0.757,3.7187,4.4757
24/09/1929,0.757,3.7244,4.4814
01/10/1929,0.2,0.48,0.68
08/10/1929,0.2,0.48,0.68
15/10/1929,0.2,0.48,0.68
22/10/1929,0.2,0.48,0.68
29/10/1929,0.2,0.48,0.68
05/11/1929,0.2,0.48,0.68
12/11/1929,0.2,0.48,0.68
19/11/1929,0.2,0.48,0.68
26/11/1929,0.2,0.48,0.68
03/12/1929,0.2,0.48,0.68
10/12/1929,0.2,0.48,0.68
17/12/1929,0.2,0.48,0.68
24/12/1929,0.2,0.48,0.68
01/01/1930,0.2,0.48,0.68
08/01/1930,0.2,0.48,0.68
15/01/1930,0.2,0.48,0.68
22/01/1930,0.2,0.48,0.68
29/01/1930,0.2,0.48,0.68
05/02/1930,0.2,0.48,0.68
12/02/1930,0.2,0.48,0.68
19/02/1930,0.2,0.48,0.68
26/02/1930,0.2,0.48,0.68
05/03/1930,0.2,0.48,0.68
12/03/1930,0.2,0.48,0.68
19/03/1930,0.2,0.48,0.68
26/03/1930,0.2,0.48,0.68
02/04/1930,0.2,0.48,0.68
09/04/1930,0.2,0.48,0.68
16/04/1930,0.2,0.48,0.68
23/04/1930,0.2,0.48,0.68
30/04/1930,0.2,0.48,0.68
07/05/1930,0.2,0.48,0.68
14/05/1930,0.2,0.48,0.68
21/05/1930,0.2,0.48,0.68
28/05/1930,0.59076,0.48,1.07076
04/06/1930,0.757,1.9516,2.7086
11/06/1930,0.757,2.3059,3.0629
18/06/1930,0.757,2.483,3.24
25/06/1930,0.757,2.6501,3.4071
02/07/1930,0.757,2.7416,3.4986
09/07/1930,0.757,2.8159,3.5729
16/07/1930,0.2,0.48,0.68
23/07/1930,0.2,0.48,0.68
30/07/1930,0.2,0.48,0.68
06/08/1930,0.2,0.48,0.68
13/08/1930,0.2,0.48,0.68
20/08/1930,0.2,0.48,0.68
27/08/1930,0.2,0.48,0.68
03/09/1930,0.2,0.48,0.68
10/09/1930,0.2,0.48,0.68
17/09/1930,0.2,0.48,0.68
24/09/1930,0.2,0.48,0.68
01/10/1930,0.2,0.48,0.68
08/10/1930,0.2,0.48,0.68
15/10/1930,0.2,0.48,0.68
22/10/1930,0.2,0.48,0.68
29/10/1930,0.2,0.48,0.68
05/11/1930,0.2,0.48,0.68
12/11/1930,0.2,0.48,0.68
19/11/1930,0.2,0.48,0.68
26/11/1930,0.2,0.48,0.68
03/12/1930,0.2,0.48,0.68
10/12/1930,0.2,0.48,0.68
17/12/1930,0.2,0.48,0.68
24/12/1930,0.2,0.48,0.68
01/01/1931,0.2,0.48,0.68
08/01/1931,0.2,0.48,0.68
15/01/1931,0.2,0.48,0.68
22/01/1931,0.2,0.48,0.68
29/01/1931,0.2,0.48,0.68
05/02/1931,0.2,0.48,0.68
12/02/1931,0.2,0.48,0.68
19/02/1931,0.2,0.48,0.68
26/02/1931,0.2,0.48,0.68
05/03/1931,0.2,0.48,0.68
12/03/1931,0.2,0.48,0.68
19/03/1931,0.2,0.48,0.68
26/03/1931,0.2,0.48,0.68
02/04/1931,0.2,0.48,0.68
09/04/1931,0.2,0.48,0.68
16/04/1931,0.2,0.48,0.68
23/04/1931,0.2,0.48,0.68
30/04/1931,0.2,0.48,0.68
07/05/1931,0.2,0.48,0.68
14/05/1931,0.2,0.48,0.68
21/05/1931,0.2,0.48,0.68
28/05/1931,0.2,0.48,0.68
04/06/1931,0.2,0.48,0.68
11/06/1931,0.2,0.48,0.68
18/06/1931,0.2,0.48,0.68
25/06/1931,0.2,0.48,0.68
02/07/1931,0.2,0.48,0.68
09/07/1931,0.2,0.48,0.68
16/07/1931,0.2,0.48,0.68
23/07/1931,0.2,0.48,0.68
30/07/1931,0.2,0.48,0.68
06/08/1931,0.2,0.48,0.68
13/08/1931,0.2,0.48,0.68
20/08/1931,0.2,0.48,0.68
27/08/1931,0.2,0.48,0.68
03/09/1931,0.2,0.48,0.68
10/09/1931,0.2,0.48,0.68
17/09/1931,0.2,0.48,0.68
24/09/1931,0.2,0.48,0.68
01/10/1931,0.2,0.48,0.68
08/10/1931,0.2,0.48,0.68
15/10/1931,0.2,0.48,0.68
22/10/1931,0.2,0.48,0.68
29/10/1931,0.2,0.48,0.68
05/11/1931,0.2,0.48,0.68
12/11/1931,0.2,0.48,0.68
19/11/1931,0.2,0.48,0.68
26/11/1931,0.2,0.48,0.68
03/12/1931,0.2,0.48,0.68
10/12/1931,0.2,0.48,0.68
17/12/1931,0.2,0.48,0.68
24/12/1931,0.2,0.48,0.68
01/01/1932,0.2,0.48,0.68
08/01/1932,0.2,0.48,0.68
15/01/1932,0.2,0.48,0.68
22/01/1932,0.2,0.48,0.68
29/01/1932,0.2,0.48,0.68
05/02/1932,0.2,0.48,0.68
12/02/1932,0.2,0.48,0.68
19/02/1932,0.2,0.48,0.68
26/02/1932,0.34786,0.48,0.82786
05/03/1932,0.2,0.48,0.68
12/03/1932,0.2,0.48,0.68
19/03/1932,0.2,0.48,0.68
26/03/1932,0.2,0.48,0.68
02/04/1932,0.2,0.48,0.68
09/04/1932,0.2,0.48,0.68
16/04/1932,0.2,0.48,0.68
23/04/1932,0.2,0.48,0.68
30/04/1932,0.2,0.48,0.68
07/05/1932,0.2,0.48,0.68
14/05/1932,0.2,0.48,0.68
21/05/1932,0.2,0.48,0.68
28/05/1932,0.2,0.48,0.68
04/06/1932,0.2,0.48,0.68
11/06/1932,0.2,0.48,0.68
18/06/1932,0.2,0.48,0.68
25/06/1932,0.757,2.3887,3.1457
02/07/1932,0.757,2.5059,3.2629
09/07/1932,0.2,0.48,0.68
16/07/1932,0.2,0.48,0.68
23/07/1932,0.2,0.48,0.68
30/07/1932,0.43343,0.48,0.91343
06/08/1932,0.2,0.48,0.68
13/08/1932,0.757,1.9047,2.6617
20/08/1932,0.757,0.81014,1.56714
27/08/1932,0.2,0.48,0.68
03/09/1932,0.2,0.48,0.68
10/09/1932,0.2,0.48,0.68
17/09/1932,0.2,0.48,0.68
24/09/1932,0.2,0.48,0.68
01/10/1932,0.2,0.48,0.68
08/10/1932,0.2,0.48,0.68
15/10/1932,0.2,0.48,0.68
22/10/1932,0.2,0.48,0.68
29/10/1932,0.2,0.48,0.68
05/11/1932,0.2,0.48,0.68
12/11/1932,0.2,0.48,0.68
19/11/1932,0.2,0.48,0.68
26/11/1932,0.2,0.48,0.68
03/12/1932,0.2,0.48,0.68
10/12/1932,0.2,0.48,0.68
17/12/1932,0.2,0.48,0.68
24/12/1932,0.2,0.48,0.68
01/01/1933,0.2,0.48,0.68
08/01/1933,0.2,0.48,0.68
15/01/1933,0.2,0.48,0.68
22/01/1933,0.2,0.48,0.68
29/01/1933,0.2,0.48,0.68
05/02/1933,0.2,0.48,0.68
12/02/1933,0.2,0.48,0.68
19/02/1933,0.2,0.48,0.68
26/02/1933,0.2,0.48,0.68
05/03/1933,0.2,0.48,0.68
12/03/1933,0.2,0.48,0.68
19/03/1933,0.2,0.48,0.68
26/03/1933,0.2,0.48,0.68
02/04/1933,0.2,0.48,0.68
09/04/1933,0.2,0.48,0.68
16/04/1933,0.2,0.48,0.68
23/04/1933,0.757,0.56871,1.32571
30/04/1933,0.2,0.48,0.68
07/05/1933,0.2,0.48,0.68
14/05/1933,0.2,0.48,0.68
21/05/1933,0.2,0.48,0.68
28/05/1933,0.2,0.48,0.68
04/06/1933,0.21102,0.48,0.69102
11/06/1933,0.757,2.4244,3.1814
18/06/1933,0.757,2.3201,3.0771
25/06/1933,0.757,1.9068,2.6638
02/07/1933,0.757,2.1027,2.8597
09/07/1933,0.757,2.8701,3.6271
16/07/1933,0.757,2.1816,2.9386
23/07/1933,0.757,3.023,3.78
30/07/1933,0.757,3.0487,3.8057
06/08/1933,0.757,3.2044,3.9614
13/08/1933,0.757,3.2759,4.0329
20/08/1933,0.757,3.1973,3.9543
27/08/1933,0.757,3.3387,4.0957
03/09/1933,0.757,3.433,4.19
10/09/1933,0.757,3.4944,4.2514
17/09/1933,0.757,3.543,4.3
24/09/1933,0.757,1.0473,1.8043
01/10/1933,0.757,2.7101,3.4671
08/10/1933,0.2,0.48,0.68
15/10/1933,0.2,0.48,0.68
22/10/1933,0.2,0.48,0.68
29/10/1933,0.2,0.48,0.68
05/11/1933,0.2,0.48,0.68
12/11/1933,0.2,0.48,0.68
19/11/1933,0.2,0.48,0.68
26/11/1933,0.2,0.48,0.68
