Date,Lower Laithe,Ponden,Springhead Weir
26/02/2004,0.757,0.93602,1.69302
05/03/2004,0.757,3.1901,3.9471
12/03/2004,0.757,3.3801,4.1371
19/03/2004,0.757,3.5159,4.2729
26/03/2004,0.757,3.6516,4.4086
02/04/2004,0.757,3.963,4.72
09/04/2004,0.757,4.1116,4.8686
16/04/2004,0.757,4.0116,4.7686
23/04/2004,0.757,3.9959,4.7529
30/04/2004,0.757,3.9244,4.6814
07/05/2004,0.757,3.5873,4.3443
14/05/2004,0.757,4.183,4.94
21/05/2004,0.757,4.2473,5.0043
28/05/2004,0.757,4.3287,5.0857
04/06/2004,0.757,4.383,5.14
11/06/2004,0.757,4.4287,5.1857
18/06/2004,0.2,0.48,0.68
25/06/2004,0.757,0.91443,1.67143
02/07/2004,0.757,3.1759,3.9329
09/07/2004,0.757,4.3044,5.0614
16/07/2004,0.757,4.1259,4.8829
23/07/2004,0.757,4.3387,5.0957
30/07/2004,0.757,4.5416,5.2986
06/08/2004,0.2,0.48,0.68
13/08/2004,0.2,0.48,0.68
20/08/2004,0.2,0.48,0.68
27/08/2004,0.2,0.48,0.68
03/09/2004,0.2,0.48,0.68
10/09/2004,0.2,0.48,0.68
17/09/2004,0.2,0.48,0.68
24/09/2004,0.2,0.48,0.68
01/10/2004,0.2,0.48,0.68
08/10/2004,0.2,0.48,0.68
15/10/2004,0.2,0.48,0.68
22/10/2004,0.2,0.48,0.68
29/10/2004,0.2,0.48,0.68
05/11/2004,0.2,0.48,0.68
12/11/2004,0.2,0.48,0.68
19/11/2004,0.2,0.48,0.68
26/11/2004,0.2,0.48,0.68
03/12/2004,0.2,0.48,0.68
10/12/2004,0.2,0.48,0.68
17/12/2004,0.2,0.48,0.68
24/12/2004,0.2,0.48,0.68
01/01/2005,0.2,0.48,0.68
08/01/2005,0.2,0.48,0.68
15/01/2005,0.2,0.48,0.68
22/01/2005,0.2,0.48,0.68
29/01/2005,0.2,0.48,0.68
05/02/2005,0.2,0.48,0.68
12/02/2005,0.2,0.48,0.68
19/02/2005,0.2,0.48,0.68
26/02/2005,0.2,0.48,0.68
05/03/2005,0.2,0.48,0.68
12/03/2005,0.64143,0.48,1.12143
19/03/2005,0.757,1.1787,1.9357
26/03/2005,0.757,1.7387,2.4957
02/04/2005,0.757,1.883,2.64
09/04/2005,0.2,0.48,0.68
16/04/2005,0.2,0.48,0.68
23/04/2005,0.2,0.48,0.68
30/04/2005,0.2,0.48,0.68
07/05/2005,0.2,0.48,0.68
14/05/2005,0.757,1.448,2.205
21/05/2005,0.757,2.9501,3.7071
28/05/2005,0.757,3.1973,3.9543
04/06/2005,0.757,3.3359,4.0929
11/06/2005,0.2,0.48,0.68
18/06/2005,0.757,3.4773,4.2343
25/06/2005,0.757,3.6501,4.4071
02/07/2005,0.757,3.7216,4.4786
09/07/2005,0.757,3.7816,4.5386
16/07/2005,0.757,3.9687,4.7257
23/07/2005,0.757,4.123,4.88
30/07/2005,0.757,4.1144,4.8714
06/08/2005,0.757,4.1673,4.9243
13/08/2005,0.757,4.1701,4.9271
20/08/2005,0.757,4.2201,4.9771
27/08/2005,0.757,3.9873,4.7443
03/09/2005,0.757,3.8387,4.5957
10/09/2005,0.757,1.7244,2.4814
17/09/2005,0.757,2.3916,3.1486
24/09/2005,0.757,0.71443,1.47143
01/10/2005,0.24571,0.48,0.72571
08/10/2005,0.757,2.9801,3.7371
15/10/2005,0.2,0.48,0.68
22/10/2005,0.2,0.48,0.68
29/10/2005,0.2,0.48,0.68
05/11/2005,0.2,0.48,0.68
12/11/2005,0.2,0.48,0.68
19/11/2005,0.2,0.48,0.68
26/11/2005,0.2,0.48,0.68
03/12/2005,0.2,0.48,0.68
10/12/2005,0.2,0.48,0.68
17/12/2005,0.2,0.48,0.68
24/12/2005,0.2,0.48,0.68
01/01/2006,0.2,0.48,0.68
08/01/2006,0.2,0.48,0.68
15/01/2006,0.2,0.48,0.68
22/01/2006,0.2,0.48,0.68
29/01/2006,0.2,0.48,0.68
05/02/2006,0.2,0.48,0.68
12/02/2006,0.2,0.48,0.68
19/02/2006,0.2,0.48,0.68
26/02/2006,0.2,0.48,0.68
05/03/2006,0.2,0.48,0.68
12/03/2006,0.2,0.48,0.68
19/03/2006,0.2,0.48,0.68
26/03/2006,0.2,0.48,0.68
02/04/2006,0.2,0.48,0.68
09/04/2006,0.2,0.48,0.68
16/04/2006,0.2,0.48,0.68
23/04/2006,0.2,0.48,0.68
30/04/2006,0.2,0.48,0.68
07/05/2006,0.2,0.48,0.68
14/05/2006,0.2,0.48,0.68
21/05/2006,0.2,0.48,0.68
28/05/2006,0.2,0.48,0.68
04/06/2006,0.2,0.48,0.68
11/06/2006,0.63613,0.48,1.11613
18/06/2006,0.757,1.7185,2.4755
25/06/2006,0.757,3.8101,4.5671
02/07/2006,0.757,4.0087,4.7657
09/07/2006,0.757,4.1016,4.8586
16/07/2006,0.757,4.143,4.9
23/07/2006,0.757,4.1701,4.9271
30/07/2006,0.757,4.1959,4.9529
06/08/2006,0.757,1.0959,1.8529
13/08/2006,0.757,2.1932,2.9502
20/08/2006,0.757,3.8973,4.6543
27/08/2006,0.2,0.48,0.68
03/09/2006,0.2,0.48,0.68
10/09/2006,0.2,0.48,0.68
17/09/2006,0.2,0.48,0.68
24/09/2006,0.2,0.48,0.68
01/10/2006,0.2,0.48,0.68
08/10/2006,0.2,0.48,0.68
15/10/2006,0.2,0.48,0.68
22/10/2006,0.2,0.48,0.68
29/10/2006,0.2,0.48,0.68
05/11/2006,0.2,0.48,0.68
12/11/2006,0.2,0.48,0.68
19/11/2006,0.2,0.48,0.68
26/11/2006,0.2,0.48,0.68
03/12/2006,0.2,0.48,0.68
10/12/2006,0.2,0.48,0.68
17/12/2006,0.2,0.48,0.68
24/12/2006,0.2,0.48,0.68
01/01/2007,0.2,0.48,0.68
08/01/2007,0.2,0.48,0.68
15/01/2007,0.2,0.48,0.68
22/01/2007,0.2,0.48,0.68
29/01/2007,0.2,0.48,0.68
05/02/2007,0.2,0.48,0.68
12/02/2007,0.2,0.48,0.68
19/02/2007,0.2,0.48,0.68
26/02/2007,0.2,0.48,0.68
05/03/2007,0.2,0.48,0.68
12/03/2007,0.2,0.48,0.68
19/03/2007,0.2,0.48,0.68
26/03/2007,0.2,0.48,0.68
02/04/2007,0.2,0.48,0.68
09/04/2007,0.2,0.48,0.68
16/04/2007,0.757,2.3916,3.1486
23/04/2007,0.757,2.8116,3.5686
30/04/2007,0.757,3.1587,3.9157
07/05/2007,0.757,2.6716,3.4286
14/05/2007,0.2,0.48,0.68
21/05/2007,0.54944,0.48,1.02944
28/05/2007,0.757,1.4601,2.2171
04/06/2007,0.757,0.48886,1.24586
11/06/2007,0.2,0.48,0.68
18/06/2007,0.2,0.48,0.68
25/06/2007,0.2,0.48,0.68
02/07/2007,0.2,0.48,0.68
09/07/2007,0.2,0.48,0.68
16/07/2007,0.2,0.48,0.68
23/07/2007,0.2,0.48,0.68
30/07/2007,0.2,0.48,0.68
06/08/2007,0.2,0.48,0.68
13/08/2007,0.2,0.48,0.68
20/08/2007,0.2,0.48,0.68
27/08/2007,0.2,0.48,0.68
03/09/2007,0.21786,0.48,0.69786
10/09/2007,0.47695,0.48,0.95695
17/09/2007,0.757,1.1301,1.8871
24/09/2007,0.2,0.48,0.68
01/10/2007,0.2,0.48,0.68
08/10/2007,0.2,0.48,0.68
15/10/2007,0.2,0.48,0.68
22/10/2007,0.2,0.48,0.68
29/10/2007,0.757,1.843,2.6
05/11/2007,0.757,2.6673,3.4243
12/11/2007,0.2,0.48,0.68
19/11/2007,0.2,0.48,0.68
26/11/2007,0.2,0.48,0.68
03/12/2007,0.2,0.48,0.68
10/12/2007,0.2,0.48,0.68
17/12/2007,0.2,0.48,0.68
24/12/2007,0.2,0.48,0.68
01/01/2008,0.2,0.48,0.68
08/01/2008,0.2,0.48,0.68
15/01/2008,0.2,0.48,0.68
22/01/2008,0.2,0.48,0.68
29/01/2008,0.2,0.48,0.68
05/02/2008,0.2,0.48,0.68
12/02/2008,0.2,0.48,0.68
19/02/2008,0.2,0.48,0.68
26/02/2008,0.2,0.48,0.68
05/03/2008,0.2,0.48,0.68
12/03/2008,0.2,0.48,0.68
19/03/2008,0.2,0.48,0.68
26/03/2008,0.2,0.48,0.68
02/04/2008,0.2,0.48,0.68
09/04/2008,0.2,0.48,0.68
16/04/2008,0.2,0.48,0.68
23/04/2008,0.2,0.48,0.68
30/04/2008,0.2,0.48,0.68
07/05/2008,0.2,0.48,0.68
14/05/2008,0.2,0.48,0.68
21/05/2008,0.757,1.0987,1.8557
28/05/2008,0.757,2.453,3.21
04/06/2008,0.757,2.5787,3.3357
11/06/2008,0.757,2.7373,3.4943
18/06/2008,0.757,2.8716,3.6286
25/06/2008,0.757,2.6801,3.4371
02/07/2008,0.70571,0.48,1.18571
09/07/2008,0.2,0.48,0.68
16/07/2008,0.2,0.48,0.68
23/07/2008,0.2,0.48,0.68
30/07/2008,0.2,0.48,0.68
06/08/2008,0.2,0.48,0.68
13/08/2008,0.2,0.48,0.68
20/08/2008,0.2,0.48,0.68
27/08/2008,0.2,0.48,0.68
03/09/2008,0.2,0.48,0.68
10/09/2008,0.2,0.48,0.68
17/09/2008,0.2,0.48,0.68
24/09/2008,0.2,0.48,0.68
01/10/2008,0.2,0.48,0.68
08/10/2008,0.2,0.48,0.68
15/10/2008,0.2,0.48,0.68
22/10/2008,0.2,0.48,0.68
29/10/2008,0.2,0.48,0.68
05/11/2008,0.2,0.48,0.68
12/11/2008,0.2,0.48,0.68
19/11/2008,0.2,0.48,0.68
26/11/2008,0.2,0.48,0.68
03/12/2008,0.2,0.48,0.68
10/12/2008,0.2,0.48,0.68
17/12/2008,0.2,0.48,0.68
24/12/2008,0.2,0.48,0.68
01/01/2009,0.2,0.48,0.68
08/01/2009,0.2,0.48,0.68
15/01/2009,0.2,0.48,0.68
22/01/2009,0.2,0.48,0.68
29/01/2009,0.2,0.48,0.68
05/02/2009,0.2,0.48,0.68
12/02/2009,0.2,0.48,0.68
19/02/2009,0.2,0.48,0.68
26/02/2009,0.2,0.48,0.68
05/03/2009,0.2,0.48,0.68
12/03/2009,0.2,0.48,0.68
19/03/2009,0.2,0.48,0.68
26/03/2009,0.50143,0.48,0.98143
02/04/2009,0.757,1.7644,2.5214
09/04/2009,0.757,2.183,2.94
16/04/2009,0.757,2.563,3.32
23/04/2009,0.757,2.7816,3.5386
30/04/2009,0.757,2.793,3.55
07/05/2009,0.757,2.1987,2.9557
14/05/2009,0.2,0.48,0.68
21/05/2009,0.2,0.48,0.68
28/05/2009,0.757,2.3507,3.1077
04/06/2009,0.6403,0.48,1.1203
11/06/2009,0.757,0.853,1.61
18/06/2009,0.757,1.6737,2.4307
25/06/2009,0.757,3.1859,3.9429
02/07/2009,0.757,3.273,4.03
09/07/2009,0.2,0.48,0.68
16/07/2009,0.2,0.48,0.68
23/07/2009,0.2,0.48,0.68
30/07/2009,0.2,0.48,0.68
06/08/2009,0.2,0.48,0.68
13/08/2009,0.2,0.48,0.68
20/08/2009,0.6,0.48,1.08
27/08/2009,0.2,0.48,0.68
03/09/2009,0.2,0.48,0.68
10/09/2009,0.2,0.48,0.68
17/09/2009,0.2,0.48,0.68
24/09/2009,0.2,0.48,0.68
01/10/2009,0.757,0.67871,1.43571
08/10/2009,0.2,0.48,0.68
15/10/2009,0.2,0.48,0.68
22/10/2009,0.2,0.48,0.68
29/10/2009,0.2,0.48,0.68
05/11/2009,0.2,0.48,0.68
12/11/2009,0.2,0.48,0.68
19/11/2009,0.2,0.48,0.68
26/11/2009,0.2,0.48,0.68
03/12/2009,0.2,0.48,0.68
10/12/2009,0.2,0.48,0.68
17/12/2009,0.2,0.48,0.68
24/12/2009,0.2,0.48,0.68
01/01/2010,0.2,0.48,0.68
08/01/2010,0.2,0.48,0.68
15/01/2010,0.2,0.48,0.68
22/01/2010,0.2,0.48,0.68
29/01/2010,0.2,0.48,0.68
05/02/2010,0.2,0.48,0.68
12/02/2010,0.2,0.48,0.68
19/02/2010,0.2,0.48,0.68
26/02/2010,0.2,0.48,0.68
05/03/2010,0.2,0.48,0.68
12/03/2010,0.2,0.48,0.68
19/03/2010,0.2,0.48,0.68
26/03/2010,0.2,0.48,0.68
02/04/2010,0.2,0.48,0.68
09/04/2010,0.2,0.48,0.68
16/04/2010,0.2,0.48,0.68
23/04/2010,0.2,0.48,0.68
30/04/2010,0.757,2.4673,3.2243
07/05/2010,0.757,2.963,3.72
14/05/2010,0.757,3.373,4.13
21/05/2010,0.757,3.5387,4.2957
28/05/2010,0.757,3.5859,4.3429
04/06/2010,0.757,3.6287,4.3857
11/06/2010,0.757,3.6701,4.4271
18/06/2010,0.757,3.7187,4.4757
25/06/2010,0.757,3.7559,4.5129
02/07/2010,0.757,3.7901,4.5471
09/07/2010,0.757,3.8259,4.5829
16/07/2010,0.757,3.853,4.61
23/07/2010,0.757,1.8359,2.5929
30/07/2010,0.757,3.0859,3.8429
06/08/2010,0.757,2.8559,3.6129
13/08/2010,0.757,1.673,2.43
20/08/2010,0.757,2.2273,2.9843
27/08/2010,0.757,1.6744,2.4314
03/09/2010,0.757,3.2401,3.9971
10/09/2010,0.2,0.48,0.68
17/09/2010,0.2,0.48,0.68
24/09/2010,0.39429,0.48,0.87429
01/10/2010,0.2,0.48,0.68
08/10/2010,0.757,1.8959,2.6529
15/10/2010,0.757,3.0559,3.8129
22/10/2010,0.757,1.6401,2.3971
29/10/2010,0.2,0.48,0.68
05/11/2010,0.2,0.48,0.68
12/11/2010,0.2,0.48,0.68
19/11/2010,0.2,0.48,0.68
26/11/2010,0.2,0.48,0.68
03/12/2010,0.2,0.48,0.68
10/12/2010,0.2,0.48,0.68
17/12/2010,0.2,0.48,0.68
24/12/2010,0.2,0.48,0.68
01/01/2011,0.2,0.48,0.68
08/01/2011,0.2,0.48,0.68
15/01/2011,0.2,0.48,0.68
22/01/2011,0.2,0.48,0.68
29/01/2011,0.2,0.48,0.68
05/02/2011,0.2,0.48,0.68
12/02/2011,0.2,0.48,0.68
19/02/2011,0.2,0.48,0.68
26/02/2011,0.2,0.48,0.68
05/03/2011,0.2,0.48,0.68
12/03/2011,0.2,0.48,0.68
19/03/2011,0.757,0.573,1.33
26/03/2011,0.757,1.3871,2.1441
02/04/2011,0.757,2.6844,3.4414
09/04/2011,0.757,2.9073,3.6643
16/04/2011,0.757,3.0944,3.8514
23/04/2011,0.757,3.573,4.33
30/04/2011,0.757,3.7801,4.5371
07/05/2011,0.757,3.8159,4.5729
14/05/2011,0.757,3.8501,4.6071
21/05/2011,0.757,3.883,4.64
28/05/2011,0.757,3.9144,4.6714
04/06/2011,0.757,3.9587,4.7157
11/06/2011,0.757,3.9916,4.7486
18/06/2011,0.757,4.0216,4.7786
25/06/2011,0.757,4.0487,4.8057
02/07/2011,0.757,4.0901,4.8471
09/07/2011,0.757,4.1144,4.8714
16/07/2011,0.757,4.0973,4.8543
23/07/2011,0.757,4.1387,4.8957
30/07/2011,0.757,4.1944,4.9514
06/08/2011,0.757,4.1659,4.9229
13/08/2011,0.2,0.48,0.68
20/08/2011,0.757,1.863,2.62
27/08/2011,0.757,2.2887,3.0457
03/09/2011,0.58023,0.48,1.06023
10/09/2011,0.2,0.48,0.68
17/09/2011,0.2,0.48,0.68
24/09/2011,0.58145,0.48,1.06145
01/10/2011,0.2,0.48,0.68
08/10/2011,0.2,0.48,0.68
15/10/2011,0.2,0.48,0.68
22/10/2011,0.2,0.48,0.68
29/10/2011,0.2,0.48,0.68
05/11/2011,0.2,0.48,0.68
12/11/2011,0.2,0.48,0.68
19/11/2011,0.2,0.48,0.68
26/11/2011,0.2,0.48,0.68
03/12/2011,0.2,0.48,0.68
10/12/2011,0.2,0.48,0.68
17/12/2011,0.2,0.48,0.68
24/12/2011,0.2,0.48,0.68
01/01/2012,0.2,0.48,0.68
08/01/2012,0.2,0.48,0.68
15/01/2012,0.2,0.48,0.68
22/01/2012,0.2,0.48,0.68
29/01/2012,0.2,0.48,0.68
05/02/2012,0.2,0.48,0.68
12/02/2012,0.2,0.48,0.68
19/02/2012,0.2,0.48,0.68
26/02/2012,0.2,0.48,0.68
05/03/2012,0.2,0.48,0.68
12/03/2012,0.29143,0.48,0.77143
19/03/2012,0.757,1.4716,2.2286
26/03/2012,0.757,2.2001,2.9571
02/04/2012,0.757,2.5001,3.2571
09/04/2012,0.757,1.9144,2.6714
16/04/2012,0.2,0.48,0.68
23/04/2012,0.2,0.48,0.68
30/04/2012,0.2,0.48,0.68
07/05/2012,0.2,0.48,0.68
14/05/2012,0.2,0.48,0.68
21/05/2012,0.2,0.48,0.68
28/05/2012,0.757,0.68014,1.43714
04/06/2012,0.2,0.48,0.68
11/06/2012,0.2,0.48,0.68
18/06/2012,0.2,0.48,0.68
25/06/2012,0.2,0.48,0.68
02/07/2012,0.2,0.48,0.68
09/07/2012,0.2,0.48,0.68
16/07/2012,0.2,0.48,0.68
23/07/2012,0.2,0.48,0.68
30/07/2012,0.2,0.48,0.68
06/08/2012,0.2,0.48,0.68
13/08/2012,0.2,0.48,0.68
20/08/2012,0.2,0.48,0.68
27/08/2012,0.2,0.48,0.68
03/09/2012,0.2,0.48,0.68
10/09/2012,0.2,0.48,0.68
17/09/2012,0.2,0.48,0.68
24/09/2012,0.2,0.48,0.68
01/10/2012,0.2,0.48,0.68
08/10/2012,0.2,0.48,0.68
15/10/2012,0.2,0.48,0.68
22/10/2012,0.2,0.48,0.68
29/10/2012,0.2,0.48,0.68
05/11/2012,0.2,0.48,0.68
12/11/2012,0.2,0.48,0.68
19/11/2012,0.2,0.48,0.68
26/11/2012,0.2,0.48,0.68
03/12/2012,0.2,0.48,0.68
10/12/2012,0.2,0.48,0.68
17/12/2012,0.2,0.48,0.68
24/12/2012,0.2,0.48,0.68
01/01/2013,0.2,0.48,0.68
08/01/2013,0.2,0.48,0.68
15/01/2013,0.2,0.48,0.68
22/01/2013,0.2,0.48,0.68
29/01/2013,0.2,0.48,0.68
05/02/2013,0.2,0.48,0.68
12/02/2013,0.2,0.48,0.68
19/02/2013,0.2,0.48,0.68
26/02/2013,0.2,0.48,0.68
05/03/2013,0.2,0.48,0.68
12/03/2013,0.2,0.48,0.68
19/03/2013,0.2,0.48,0.68
26/03/2013,0.2,0.48,0.68
02/04/2013,0.757,0.95729,1.71429
09/04/2013,0.757,1.5716,2.3286
16/04/2013,0.757,1.9287,2.6857
23/04/2013,0.757,2.1573,2.9143
30/04/2013,0.757,2.443,3.2
07/05/2013,0.757,2.743,3.5
14/05/2013,0.757,1.7573,2.5143
21/05/2013,0.2,0.48,0.68
28/05/2013,0.757,1.0623,1.8193
04/06/2013,0.757,2.943,3.7
11/06/2013,0.757,3.0287,3.7857
18/06/2013,0.757,3.1573,3.9143
25/06/2013,0.757,3.2716,4.0286
02/07/2013,0.757,3.3716,4.1286
09/07/2013,0.757,3.443,4.2
16/07/2013,0.757,3.5144,4.2714
23/07/2013,0.757,2.243,3
30/07/2013,0.60571,0.48,1.08571
06/08/2013,0.757,2.9573,3.7143
13/08/2013,0.757,3.6287,4.3857
20/08/2013,0.757,3.6287,4.3857
27/08/2013,0.757,3.7001,4.4571
03/09/2013,0.757,3.6859,4.4429
10/09/2013,0.757,3.143,3.9
17/09/2013,0.757,2.2144,2.9714
24/09/2013,0.757,2.943,3.7
01/10/2013,0.22,0.48,0.7
08/10/2013,0.757,1.443,2.2
15/10/2013,0.2,0.48,0.68
22/10/2013,0.2,0.48,0.68
29/10/2013,0.2,0.48,0.68
05/11/2013,0.2,0.48,0.68
12/11/2013,0.2,0.48,0.68
19/11/2013,0.2,0.48,0.68
26/11/2013,0.2,0.48,0.68
03/12/2013,0.2,0.48,0.68
10/12/2013,0.2,0.48,0.68
17/12/2013,0.2,0.48,0.68
24/12/2013,0.2,0.48,0.68
01/01/2014,0.2,0.48,0.68
08/01/2014,0.2,0.48,0.68
15/01/2014,0.2,0.48,0.68
22/01/2014,0.2,0.48,0.68
29/01/2014,0.2,0.48,0.68
05/02/2014,0.2,0.48,0.68
12/02/2014,0.2,0.48,0.68
19/02/2014,0.2,0.48,0.68
26/02/2014,0.2,0.48,0.68
05/03/2014,0.2,0.48,0.68
12/03/2014,0.2,0.48,0.68
19/03/2014,0.757,0.54611,1.30311
26/03/2014,0.2,0.48,0.68
02/04/2014,0.2,0.48,0.68
09/04/2014,0.2,0.48,0.68
16/04/2014,0.2,0.48,0.68
23/04/2014,0.2,0.48,0.68
30/04/2014,0.2,0.48,0.68
07/05/2014,0.2,0.48,0.68
14/05/2014,0.2,0.48,0.68
21/05/2014,0.2,0.48,0.68
28/05/2014,0.2,0.48,0.68
04/06/2014,0.2,0.48,0.68
11/06/2014,0.2,0.48,0.68
18/06/2014,0.2,0.48,0.68
25/06/2014,0.757,2.3144,3.0714
02/07/2014,0.757,2.6144,3.3714
09/07/2014,0.757,3.1001,3.8571
16/07/2014,0.757,3.343,4.1
23/07/2014,0.757,3.5573,4.3143
30/07/2014,0.757,3.6716,4.4286
06/08/2014,0.757,3.6144,4.3714
13/08/2014,0.2,0.48,0.68
20/08/2014,0.757,2.8287,3.5857
27/08/2014,0.757,3.743,4.5
03/09/2014,0.757,3.843,4.6
10/09/2014,0.757,3.843,4.6
17/09/2014,0.757,3.8859,4.6429
24/09/2014,0.757,3.943,4.7
01/10/2014,0.757,3.943,4.7
08/10/2014,0.757,4.043,4.8
15/10/2014,0.757,4.043,4.8
22/10/2014,0.757,4.043,4.8
29/10/2014,0.757,4.1001,4.8571
05/11/2014,0.757,3.6001,4.3571
12/11/2014,0.2,0.48,0.68
19/11/2014,0.2,0.48,0.68
26/11/2014,0.2,0.48,0.68
03/12/2014,0.2,0.48,0.68
10/12/2014,0.2,0.48,0.68
17/12/2014,0.2,0.48,0.68
24/12/2014,0.2,0.48,0.68
